ScriptTag,Position_0,Position_1,Position_2,ID,UiModelSceneID,Flags,UiModelSceneActorDisplayID,OrientationYaw,OrientationPitch,OrientationRoll,NormalizedScale
mechagnome-male,0,0,0.07999999821,929,290,2,170,-0.95993107557,0,0,1.39999997616
mechagnome-female,0,0,0.07999999821,931,290,2,170,-0.95993107557,0,0,1.20000004768
mechagnome-male,0,0,0.02999999933,932,293,2,170,-0.95993107557,0,0,1.79999995232
mechagnome-female,0,0,0.02999999933,933,293,2,170,-0.95993107557,0,0,1.29999995232
mechagnome-male,0,0,0.02999999933,934,305,3,170,-0.95993107557,0,0,2.04999995232
mechagnome-female,0,0,0.02999999933,935,305,3,170,-0.95993107557,0,0,1.39999997616
druid-bear-form,0.10000000149,0,0.25,936,290,0,170,-0.95993107557,0,0,0.44999998808
druid-cat-form,1,0,0.5,937,290,0,170,-0.95993107557,0,0,0.28999999166
pet,0,0,-0.25,938,321,9,9,0,0,0,1
item,2.5,-3.5,3,940,323,15,165,3.92699074745,0,0,0.75
item,0.5,0.5,-0.30000001192,941,324,15,15,-2.61799383163,0,0,0.18000000715
item,0,0,3.75,971,325,15,15,-2.53072738647,0,0,1.54999995232
item,0,0,0.30000001192,972,326,15,15,-2.53072738647,0,0,0.89999997616
item,-0.07999999821,0,0.89999997616,973,327,15,15,-0.95993107557,0,0,0.5
item,0.10000000149,0,-0.30000001192,974,328,15,15,-2.61799383163,0,0,0
item,-0.20000000298,-0.30000001192,-0.30000001192,975,329,15,15,-2.61799383163,0,0,0
creature,0,0,0,976,330,9,14,0.17453292012,0,0,0.00999999978
creature,0,0,-0.30000001192,977,331,9,14,0.17453292012,0,0,0.60000002384
creature,0,0,-1.70000004768,978,332,9,14,0.17453292012,0,0,0.34999999404
creature,0,0,2,979,333,9,14,0.17453292012,0,0,0.5
creature,0,0,15,980,334,9,14,0.17453292012,0,0,0.30000001192
creature,0,0,-1.20000004768,981,335,9,14,0.17453292012,0,0,0.55000001192
creature,0,0,-2,982,336,9,14,0.17453292012,0,0,0.55000001192
creature,0,0,0,983,337,9,14,0.17453292012,0,0,0.60000002384
creature,0,0,0,984,338,9,14,0.17453292012,0,0,1.25
player,0,0,0,985,339,2,170,-0.95993107557,0,0,1
tauren-male,0,0,0.10000000149,986,339,2,170,-0.95993107557,0,0,0.28999999166
gnome,0,0,0.02999999933,987,339,2,170,-0.95993107557,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,988,339,2,174,-0.95993107557,0,0,4.80000019073
scourge-male,0,0,0,989,339,2,174,-0.95993107557,0,0,19
pandaren,0,0,0.0700000003,990,339,2,170,-0.95993107557,0,0,0.37000000477
worgen-male,0,0,-0.03999999911,991,339,2,170,-0.95993107557,0,0,0.20000000298
draenei-male,0,0,0.1400000006,992,339,0,170,-0.95993107557,0,0,0.49000000954
goblin-male,0,0,0.01999999955,993,339,2,170,-0.95993107557,0,0,6.30000019073
goblin-female,0,0,0.03999999911,994,339,2,170,-0.95993107557,0,0,4
orc,0,0,0.05999999866,995,339,2,170,-0.95993107557,0,0,0.33000001311
tauren-female,0,0,0.10000000149,996,339,2,170,-0.95993107557,0,0,0.41999998689
troll-male,0,0,-0.05999999866,997,339,2,170,-0.95993107557,0,0,0.07999999821
troll-female,0,0,0,998,339,2,170,-0.95993107557,0,0,0.64999997616
scourge-female,0,0,-0.00999999978,999,339,2,170,-0.95993107557,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,1000,339,0,170,-0.95993107557,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,1001,339,2,170,-0.95993107557,0,0,0.80000001192
highmountaintauren-male,0,0,0.10000000149,1002,339,2,170,-0.95993107557,0,0,0.28999999166
highmountaintauren-female,0,0,0.10000000149,1003,339,2,170,-0.95993107557,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,1004,339,2,170,-0.95993107557,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,1005,339,2,170,-0.95993107557,0,0,0.49000000954
magharorc-male,0,0,0.1099999994,1006,339,2,170,-0.95993107557,0,0,0.33000001311
kultiran-female,0,0,0,1007,339,2,170,-0.95993107557,0,0,1.12000000477
magharorc-female,0,0,0.05000000075,1008,339,2,170,-0.95993107557,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,1009,339,2,174,-0.95993107557,0,0,4.94999980927
worgen-female,0,0,0,1010,339,2,170,-0.95993107557,0,0,1.20000004768
draenei-female,0,0,0.05000000075,1011,339,2,170,-0.95993107557,0,0,1.00999999046
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,1012,339,2,174,-0.95993107557,0,0,8
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,1013,339,2,174,-0.95993107557,0,0,5
mechagnome-male,0,0,0.07999999821,1014,339,2,170,-0.95993107557,0,0,1.39999997616
mechagnome-female,0,0,0.07999999821,1015,339,2,170,-0.95993107557,0,0,1.20000004768
druid-bear-form,0.10000000149,0,0.25,1016,339,0,170,-0.95993107557,0,0,0.44999998808
druid-cat-form,1,0,0.5,1017,339,0,170,-0.95993107557,0,0,0.28999999166
effect,0,0,0,1018,340,0,0,1.57079637051,0,0,0
effect2,0,0,0,1019,340,0,0,0,0,0,0
default,0,0,0,1020,341,0,0,0,0,0,0
effect3,0,1.5,0,1021,314,0,0,0,0,0,0
effect4,0,2,0,1023,314,0,0,0,0,0,0
effect5,0,2.5,0,1024,314,0,0,0,0,0,0
effect6,0,-0.5,0,1025,314,0,0,0,0,0,0
effect7,0,-1,0,1026,314,0,0,0,0,0,0
effect8,0,-1.5,0,1027,314,0,0,0,0,0,0
effect9,0,-2,0,1028,314,0,0,0,0,0,0
dreamweaver,0.34999999404,0,-1.76999998093,1029,341,0,0,-2.26892805099,-0.08726646006,0,0.5
niya,0.12999999523,0,-2.15000009537,1030,341,0,183,-2.26892805099,-0.17453292012,0,0.60000002384
general_draven,3.09999990463,1.64999997616,-3.5,1031,341,0,183,-2.26892805099,-0.17453292012,0,0
effect,0,0,0,1032,342,14,44,0,0,0,2
effect1,0,0.5,0,1033,314,0,0,0,0,0,0
effect10,0,-2.5,0,1034,314,0,0,0,0,0,0
marileth,0,0.10000000149,-2.45000004768,1035,341,0,0,-2.26892805099,-0.08726646006,0,0.40000000596
emeni,-0.89999997616,0,-2.54999995232,1036,341,0,0,-2.26892805099,0,0,0.5
korayn,-0.30000001192,0.20000000298,-2.91000008583,1037,341,0,0,-2.26892805099,-0.08726646006,0,0.69999998808
heirmir,0.07999999821,0,-2.33999991417,1038,341,0,183,-2.26892805099,-0.26179939508,-0.06981316954,0.40000000596
pelagos,-0.18000000715,0,-3.54999995232,1039,341,0,0,-2.26892805099,-0.08726646006,0,0.20000000298
kleia,-0.77999997139,0,-3.65499997139,1040,341,0,0,-2.26892805099,-0.08726646006,0,0.94999998808
mikanikos,0.30000001192,0,-1.60000002384,1041,341,0,0,-2.26892805099,-0.17453292012,0,0.5
nadjia,-1.26999998093,-0.69999998808,-2.70000004768,1042,341,0,183,-2.26892805099,0,0,0.34999999404
theotar,-1.32000005245,-0.80000001192,-2.72000002861,1043,341,0,183,-2.26892805099,0,0,0.34999999404
item,0.15000000596,0,0.30000001192,1044,344,15,15,-2.61799383163,0,0,0.33000001311
item,0,0,-0.25,1045,345,15,15,-2.61799383163,0,0,0.55000001192
item,0.23000000417,0,0.15000000596,1046,346,15,15,-2.79252672195,0,0,0.21999999881
item,0,0,-0.15000000596,1047,347,15,15,-2.61799383163,0,0,0.44999998808
item,-0.30000001192,0,-1.5,1048,348,15,181,-2.61799383163,0,0,0.21999999881
item,0,0,-1.5,1049,349,15,169,-2.61799383163,0,0,0.20999999344
item,3.29999995232,0,3,1050,350,15,165,3.92699074745,0,0,0.54000002146
unwrapped,0,0,0.5,1051,351,9,9,0,0,0,1
wrapped,0,0,0.5,1052,351,0,10,0,0,0,0
unwrapped,0,0,0.75,1053,352,9,9,0,0,0,1
wrapped,0,0,0.75,1054,352,0,10,0,0,0,0
pet,0,0,0.75,1055,353,9,9,0,0,0,1
unwrapped,0,0,0,1056,354,9,6,0,0,0,0.25
wrapped,0,0,-0.5,1057,354,0,1,0,0,0,0
player-rider,0,0,0,1058,354,0,170,0,0,0,0
creature,0,0,-1.20000004768,1059,355,9,14,0,0.05235987902,0,0.20000000298
creature,0,0,-1.39999997616,1060,356,9,14,0,0.05235987902,0,0.20000000298
creature,0,0,-1.20000004768,1061,357,9,182,0,0,0,0.10000000149
creature,0,0,0.10000000149,1062,358,9,14,0,0,0,0.40000000596
unwrapped,0,0,0,1063,359,9,6,0,0,0,0.25
wrapped,0,0,-0.5,1064,359,0,1,0,0,0,0
player-rider,0,0,0,1065,359,0,170,0,0,0,0
creature,0,0,0.10000000149,1066,360,9,14,0.17453292012,0,0,0.25
creature,0,0,1,1067,361,9,14,0.17453292012,0,0,0.25
creature,0,0,1,1068,362,9,14,0.17453292012,0,0,0.44999998808
unwrapped,0,-1,0,1069,363,9,9,0,1.30899691582,-0.61086523533,0.25
wrapped,0,0,-0.5,1070,363,0,10,0,0,0,0
pet,0.25,0,0,1071,364,9,11,0,1.30899691582,0.26179939508,0.25
player,0.89999997616,0,0,1074,365,3,170,-2.35619449615,0,0,1
tauren-male,1.5,0,0.10000000149,1075,365,3,170,-2.35619449615,0,0,0.34999999404
gnome,0.69999998808,0,0.02999999933,1076,365,3,170,-2.35619449615,0,0,2.04999995232
dwarf-male,0.85000002384,0,0.03999999911,1077,365,3,174,-2.35619449615,0,0,4.80000019073
undead-male,0,0,0,1078,365,3,170,-2.35619449615,0,0,0.10000000149
pandaren,1.20000004768,0,0.0700000003,1079,365,3,170,-2.35619449615,0,0,0.37000000477
worgen-male,1.20000004768,0,-0.03999999911,1080,365,3,170,-2.35619449615,0,0,0.40000000596
draenei-male,1.20000004768,0,0.1400000006,1081,365,3,170,-2.35619449615,0,0,0.49000000954
goblin-male,0.60000002384,0,0.01999999955,1082,365,3,170,-2.35619449615,0,0,6.30000019073
goblin-female,0.75,0,0.03999999911,1083,365,3,170,-2.35619449615,0,0,4
orc-male,1.10000002384,0,0.05999999866,1084,365,3,170,-2.35619449615,0,0,0.44999998808
tauren-female,1.5,0,0.10000000149,1085,365,3,170,-2.35619449615,0,0,0.41999998689
troll-male,1.04999995232,0,-0.05999999866,1086,365,3,170,-2.35619449615,0,0,0.15000000596
troll-female,1.20000004768,0,0,1087,365,3,170,-2.35619449615,0,0,0.64999997616
undead-female,0,0,-0.00999999978,1088,365,3,170,-2.35619449615,0,0,19
lightforgeddraenei-male,1.20000004768,0,0.12999999523,1089,365,3,170,-2.35619449615,0,0,0.49000000954
lightforgeddraenei-female,1.20000004768,0,0.03999999911,1090,365,3,170,-2.35619449615,0,0,0.80000001192
highmountaintauren-male,1.5,0,0.10000000149,1091,365,3,170,-2.35619449615,0,0,0.34999999404
highmountaintauren-female,1.39999997616,0,0,1092,365,3,170,-2.35619449615,0,0,0.41999998689
zandalaritroll,1.35000002384,0,0.05000000075,1093,365,3,170,-2.35619449615,0,0,0.86000001431
kultiran-male,1.20000004768,0,0,1094,365,3,170,-2.35619449615,0,0,0.49000000954
magharorc-male,1.10000002384,0,0.1099999994,1095,365,3,170,-2.35619449615,0,0,0.60000002384
kultiran-female,1.10000002384,0,0,1096,365,3,170,-2.35619449615,0,0,1.12000000477
magharorc-female,0.94999998808,0,0.05000000075,1097,365,3,170,-2.35619449615,0,0,0.18000000715
darkirondwarf-male,0.85000002384,0,0.0700000003,1098,365,3,174,-2.35619449615,0,0,4.94999980927
worgen-female,1.10000002384,0,0,1099,365,3,170,-2.35619449615,0,0,1.20000004768
draenei-female,1.20000004768,0,0.05000000075,1100,365,3,170,-2.35619449615,0,0,0.89999997616
nightelf,1.10000002384,0,0,1101,365,3,170,-2.35619449615,0,0,1
dwarf-female,0.77999997139,0,0,1102,365,3,170,-2.35619449615,0,0,1
bloodelf-male,1,0,0,1103,365,3,170,-2.35619449615,0,0,1
orc-female,0.97000002861,0,0.05999999866,1104,365,3,170,-2.35619449615,0,0,0.44999998808
nightborne,1.04999995232,0,0,1105,365,3,170,-2.35619449615,0,0,1
voidelf,1,0,0,1106,365,3,170,-2.35619449615,0,0,1
darkirondwarf-female,0.80000001192,0,0,1107,365,3,170,-2.35619449615,0,0,1
mechagnome-male,0.69999998808,0,0.02999999933,1108,365,3,170,-2.35619449615,0,0,2.04999995232
mechagnome-female,0.69999998808,0,0,1109,365,3,170,-2.35619449615,0,0,1.39999997616
vulpera,0.75,0,0.01999999955,1110,365,3,174,-2.35619449615,0,0,6
mount,0,0,0,1111,366,9,6,0,0,0,0.20000000298
rider,0,0,0,1112,366,0,170,0,0,0,0
item1,2,-1.60000002384,-0.01999999955,1113,367,0,170,0,0,0,0.05000000075
item2,1.29999995232,-0.20000000298,0,1114,367,0,170,0.08726646006,0,0,0
item3,6,-4.90000009537,0.00999999978,1115,367,0,170,0,0,0,0.25
item4,0.5,1.39999997616,0,1116,367,0,170,0,0,0,0.05000000075
item1,0,1.39999997616,-0.60000002384,1122,368,0,0,0,0,0,0
item2,0,-0.85000002384,-0.20000000298,1123,368,0,0,-0.52359879017,0,0,0
item,3,8,0.69999998808,1124,369,0,169,4.18879032135,0,0,0
item,-1.54999995232,-3.75,-0.89999997616,1125,371,0,0,-2.61799383163,0,0,0
item,3,8,0.69999998808,1126,372,0,169,4.18879032135,0,0,0
item1,0,1.39999997616,-0.60000002384,1127,373,0,0,0,0,0,0
item2,0,-0.85000002384,-0.20000000298,1128,373,0,0,-0.52359879017,0,0,0
mount,0,0,-1,1129,374,8,6,0,0,0,0.20000000298
rider,0,0,-1,1130,374,0,170,0,0,0,0
mount,0,0,0,1131,375,8,6,0,0,0,0.20000000298
rider,0,0,0,1132,375,0,170,0,0,0,0
mount,0,0,0,1133,376,8,6,0,0,0,0.20000000298
rider,0,0,0,1134,376,0,170,0,0,0,0
creature,0,0,0.10000000149,1135,379,9,14,0.17453292012,0,0,0.10000000149
item1,3,8,0.69999998808,1136,380,0,0,0,0,0,0
item2,-3,8,0.69999998808,1137,380,0,0,0,0,0,0
item3,3,16,0.69999998808,1138,380,0,0,0,0,0,0.69999998808
item4,-3,16,0.69999998808,1139,380,0,0,0,0,0,0.69999998808
item,-0.40000000596,0,1.75,1140,381,0,169,4.18879032135,0,0,0.25
item,0,0,0,1141,382,15,169,-2.61799383163,0,0,0.05000000075
item,-0.89999997616,0,-0.44999998808,1142,383,15,15,-2.61799383163,0,0,0.03999999911
item,0.25,0,0.15000000596,1143,384,11,15,-2.61799383163,0,0,0.15000000596
item,0.68000000715,0,0.10000000149,1144,385,15,15,-2.96705961227,0,0,0.10000000149
item,0.15000000596,0,0.05000000075,1145,386,11,9,-2.61799383163,0,0,0.10000000149
item,0.10000000149,0,-0.05000000075,1146,387,11,9,-2.61799383163,0,0,3
item,0.01499999966,0,-0.5,1147,388,15,15,-2.61799383163,0,0,0.69999998808
item1,-0.40000000596,2.79999995232,1.29999995232,1148,389,15,183,4.62512254715,0,0,0.1400000006
item2,0.80000001192,-1,0.40000000596,1149,389,15,183,-3.22885918617,0,0,0.15999999642
item,0.15000000596,0,-0.28000000119,1150,390,15,15,-2.61799383163,0,0,0.5
item1,2,3,0.80000001192,1151,391,0,185,-2.35619449615,0,0,0.80000001192
item2,0,1.70000004768,0,1152,391,0,15,-2.70526027679,0,0,1.29999995232
item3,0,-28,0,1153,391,0,15,2.70526027679,0,0,2.59999990463
item4,2,-3,0.60000002384,1154,391,0,185,2.35619449615,0,0,1.29999995232
item,3,0,1.5,1155,392,15,15,-2.79252672195,0,0,0.31000000238
item,0.60000002384,0,-2.29999995232,1156,393,15,169,-2.61799383163,0,0,0.40000000596
item,0,0,-0.80000001192,1157,394,15,169,-2.61799383163,0,0,0.25
item,0,0,-0.25,1158,395,15,15,-2.61799383163,0,0,0.44999998808
item,0,0,-9,1159,396,14,15,-2.61799383163,0,0,0.85000002384
player,0.89999997616,0,0,1160,397,0,0,-2.35619449615,0,0,1
pet,-0.40000000596,0,0,1161,398,9,4,0,0,0,2.09999990463
unwrapped,-0.30000001192,0,0,1162,399,9,19,0,0,0,2.09999990463
wrapped,0,0,-0.5,1163,399,0,10,0,0,0,0
unwrapped,0,0,0,1164,400,9,19,0,0,0,1.85000002384
wrapped,0,0,-0.5,1165,400,0,10,0,0,0,0
pet,-0.20000000298,0,0,1166,401,9,11,0,0,0,0.64999997616
unwrapped,0,0,0,1167,402,9,19,0,0,0,7.09999990463
wrapped,0,0,-0.5,1168,402,0,10,0,0,0,0
pet,-0.5,0,0,1169,403,9,19,0,0,0,6.69999980927
item,0.10000000149,0,0.21999999881,1170,404,11,15,-2.61799383163,0,0,0.00999999978
item,0.25,0,0.55000001192,1171,405,0,169,4.18879032135,0.38397243619,-0.17453292012,0.64999997616
item,-0.27000001073,0,0.55000001192,1172,406,15,15,-2.61799383163,0.38397243619,-0.17453292012,0.03999999911
item,-0.20000000298,0,0.30000001192,1173,407,15,15,-2.61799383163,0.17453292012,0,0.25
item,0,0,-0.60000002384,1174,412,15,15,-2.61799383163,0,0,0.64999997616
item,0,0,0,1175,413,15,169,-2.61799383163,0,0,0.30000001192
item,0,0,-1.60000002384,1176,414,15,169,-2.61799383163,0,0,0.30000001192
item,0.15000000596,0,0,1177,415,15,169,-2.61799383163,0,0,0.25
item,0.15000000596,0,0.30000001192,1178,416,15,169,-2.61799383163,0,0,0.25
mount,0,0,0,1212,418,9,6,0,0,0,0.25
player-rider,0,0,0,1214,418,0,170,0,0,0,0
pet,0,-3,0,1216,419,2,170,0,0,0,0
player,0,0,0,1218,420,2,170,-0.95993107557,0,0,1
tauren-male,0,0,0.10000000149,1219,420,2,170,-0.95993107557,0,0,0.28999999166
gnome,0,0,0.02999999933,1220,420,2,170,-0.95993107557,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,1221,420,0,174,-0.95993107557,0,0,4.80000019073
scourge-male,0,0,0,1222,420,2,174,-0.95993107557,0,0,19
pandaren,0,0,0.0700000003,1223,420,2,170,-0.95993107557,0,0,0.37000000477
worgen-male,0,0,-0.03999999911,1224,420,2,170,-0.95993107557,0,0,0.20000000298
draenei-male,0,0,0.1400000006,1225,420,2,170,-0.95993107557,0,0,0.49000000954
goblin-male,0,0,0.01999999955,1226,420,2,170,-0.95993107557,0,0,6.30000019073
goblin-female,0,0,0.03999999911,1227,420,2,170,-0.95993107557,0,0,4
orc,0,0,0.05999999866,1228,420,2,170,-0.95993107557,0,0,0.33000001311
tauren-female,0,0,0.10000000149,1229,420,2,170,-0.95993107557,0,0,0.41999998689
troll-male,0,0,-0.05999999866,1230,420,2,170,-0.95993107557,0,0,0.07999999821
troll-female,0,0,0,1231,420,2,170,-0.95993107557,0,0,0.64999997616
scourge-female,0,0,-0.00999999978,1232,420,2,170,-0.95993107557,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,1233,420,2,170,-0.95993107557,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,1234,420,2,170,-0.95993107557,0,0,0.80000001192
highmountaintauren-male,0,0,0.10000000149,1235,420,2,170,-0.95993107557,0,0,0.28999999166
highmountaintauren-female,0,0,0.10000000149,1236,420,2,170,-0.95993107557,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,1237,420,2,170,-0.95993107557,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,1238,420,2,170,-0.95993107557,0,0,0.49000000954
magharorc-male,0,0,0.1099999994,1239,420,2,170,-0.95993107557,0,0,0.33000001311
kultiran-female,0,0,0,1240,420,2,170,-0.95993107557,0,0,1.12000000477
magharorc-female,0,0,0.05000000075,1241,420,2,170,-0.95993107557,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,1242,420,2,174,-0.95993107557,0,0,4.94999980927
worgen-female,0,0,0,1243,420,2,170,-0.95993107557,0,0,1.20000004768
draenei-female,0,0,0.05000000075,1244,420,2,170,-0.95993107557,0,0,1.00999999046
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,1245,420,2,174,-0.95993107557,0,0,10
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,1246,420,2,174,-0.95993107557,0,0,9
mechagnome-male,0,0,0.02999999933,1247,420,2,170,-0.95993107557,0,0,1.79999995232
mechagnome-female,0,0,0.02999999933,1248,420,2,170,-0.95993107557,0,0,1.29999995232
item,2.40000009537,0,0.64999997616,1249,421,15,169,-2.79252672195,0,0,0.34999999404
item,0.15000000596,0,-0.5,1250,422,15,169,-2.61799383163,0,0,0.25
item,0.5,0,-0.5,1251,423,15,169,-2.61799383163,0,0,0.15999999642
player,0,0,0,1252,424,2,170,2.09439516068,0,0,1
tauren-male,0,0,0.10000000149,1253,424,2,170,2.09439516068,0,0,0.28999999166
gnome,0,0,0.02999999933,1254,424,2,170,2.09439516068,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,1255,424,0,174,2.09439516068,0,0,4.80000019073
scourge-male,0,0,0,1256,424,2,174,2.09439516068,0,0,19
pandaren,0,0,0.0700000003,1257,424,2,170,2.09439516068,0,0,0.37000000477
worgen-male,0,0,-0.03999999911,1258,424,2,170,2.09439516068,0,0,0.20000000298
draenei-male,0,0,0.1400000006,1259,424,2,170,2.09439516068,0,0,0.49000000954
goblin-male,0,0,0.01999999955,1260,424,2,170,2.09439516068,0,0,6.30000019073
goblin-female,0,0,0.03999999911,1261,424,2,170,2.09439516068,0,0,4
orc,0,0,0.05999999866,1262,424,2,170,2.09439516068,0,0,0.33000001311
tauren-female,0,0,0.10000000149,1263,424,2,170,2.09439516068,0,0,0.41999998689
troll-male,0,0,-0.05999999866,1264,424,2,170,2.09439516068,0,0,0.07999999821
troll-female,0,0,0,1265,424,2,170,2.09439516068,0,0,0.64999997616
scourge-female,0,0,-0.00999999978,1266,424,2,170,2.09439516068,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,1267,424,2,170,2.09439516068,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,1268,424,2,170,2.09439516068,0,0,0.80000001192
highmountaintauren-male,0,0,0.10000000149,1269,424,2,170,2.09439516068,0,0,0.28999999166
highmountaintauren-female,0,0,0.10000000149,1270,424,2,170,2.09439516068,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,1271,424,2,170,2.09439516068,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,1272,424,2,170,2.09439516068,0,0,0.49000000954
magharorc-male,0,0,0.1099999994,1273,424,2,170,2.09439516068,0,0,0.33000001311
kultiran-female,0,0,0,1274,424,2,170,2.09439516068,0,0,1.12000000477
magharorc-female,0,0,0.05000000075,1275,424,2,170,2.09439516068,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,1276,424,2,174,2.09439516068,0,0,4.94999980927
worgen-female,0,0,0,1277,424,2,170,2.09439516068,0,0,1.20000004768
draenei-female,0,0,0.05000000075,1278,424,2,170,2.09439516068,0,0,1.00999999046
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,1279,424,2,174,2.09439516068,0,0,10
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,1280,424,2,174,2.09439516068,0,0,9
mechagnome-male,0,0,0.02999999933,1281,424,2,170,2.09439516068,0,0,1.79999995232
mechagnome-female,0,0,0.02999999933,1282,424,2,170,2.09439516068,0,0,1.29999995232
creature,0,0,0.5,1283,425,9,14,0.17453292012,0,0,0.20000000298
creature,0,0,0.40000000596,1284,426,9,14,0.17453292012,0,0,1.02999997139
item,0,0,-0.44999998808,1285,427,15,15,-2.79252672195,0,0,0.1400000006
item,0,0,-0.85000002384,1286,428,15,15,-2.61799383163,0,0,0.20000000298
player,0,0,0,1321,430,2,170,-0.95993107557,0,0,0
tauren,-0.15000000596,0.15000000596,0,1322,430,2,184,-0.95993107557,0,0,0
highmountaintauren,-0.15000000596,0.15000000596,0,1338,430,2,184,-0.95993107557,0,0,0
zandalaritroll,0,0,0,1340,430,2,180,-0.95993107557,0,0,0
kultiran,0,0,0,1341,430,2,176,-0.95993107557,0,0,0
magharorc,-0.10000000149,0.15000000596,0,1342,430,2,172,-0.95993107557,0,0,0
druid-bear-form,0,0,0,1352,430,2,170,-0.95993107557,0,0,0.44999998808
druid-cat-form,0,0,0,1353,430,2,170,-0.95993107557,0,0,0.30000001192
mount,0,0,0,1354,431,8,6,0,0,0,0.20000000298
rider,0,0,0,1355,431,0,170,0,0,0,0
creature,0,0,0.10000000149,1356,432,9,14,0.17453292012,0,0,0.40000000596
unwrapped,0,0,2.5,1360,435,8,9,0,0,0,0.0700000003
wrapped,0,0,-0.5,1361,435,0,10,0,0,0,0
pet,-6.34999990463,0,2.40000009537,1362,436,8,11,1.57079637051,0,0,0.00999999978
creature,0,0,0.40000000596,1396,458,9,186,0.17453292012,0,0,1.02999997139
item,0.15000000596,0,-0.40000000596,1401,464,15,169,-2.61799383163,0,0,0.25
player,0,0,0,1402,465,2,170,2.09439516068,0,0,1
tauren-male,0,0,0.10000000149,1403,465,2,170,2.09439516068,0,0,0.28999999166
gnome,0,0,0.02999999933,1404,465,2,170,2.09439516068,0,0,2.04999995232
dwarf-male,0,0,0.03999999911,1405,465,0,174,2.09439516068,0,0,4.80000019073
scourge-male,0,0,0,1406,465,2,174,2.09439516068,0,0,19
pandaren,0,0,0.0700000003,1407,465,2,170,2.09439516068,0,0,0.37000000477
worgen-male,0,0,-0.03999999911,1408,465,2,170,2.09439516068,0,0,0.20000000298
draenei-male,0,0,0.1400000006,1409,465,2,170,2.09439516068,0,0,0.49000000954
goblin-male,0,0,0.01999999955,1410,465,2,170,2.09439516068,0,0,6.30000019073
goblin-female,0,0,0.03999999911,1411,465,2,170,2.09439516068,0,0,4
orc,0,0,0.05999999866,1412,465,2,170,2.09439516068,0,0,0.33000001311
tauren-female,0,0,0.10000000149,1413,465,2,170,2.09439516068,0,0,0.41999998689
troll-male,0,0,-0.05999999866,1414,465,2,170,2.09439516068,0,0,0.07999999821
troll-female,0,0,0,1415,465,2,170,2.09439516068,0,0,0.64999997616
scourge-female,0,0,-0.00999999978,1416,465,2,170,2.09439516068,0,0,3.29999995232
lightforgeddraenei-male,0,0,0.12999999523,1417,465,2,170,2.09439516068,0,0,0.49000000954
lightforgeddraenei-female,0,0,0.03999999911,1418,465,2,170,2.09439516068,0,0,0.80000001192
highmountaintauren-male,0,0,0.10000000149,1419,465,2,170,2.09439516068,0,0,0.28999999166
highmountaintauren-female,0,0,0.10000000149,1420,465,2,170,2.09439516068,0,0,0.41999998689
zandalaritroll,0,0,0.05000000075,1421,465,2,170,2.09439516068,0,0,0.86000001431
kultiran-male,0,0,0.01999999955,1422,465,2,170,2.09439516068,0,0,0.49000000954
magharorc-male,0,0,0.1099999994,1423,465,2,170,2.09439516068,0,0,0.33000001311
kultiran-female,0,0,0,1424,465,2,170,2.09439516068,0,0,1.12000000477
magharorc-female,0,0,0.05000000075,1425,465,2,170,2.09439516068,0,0,0.18000000715
darkirondwarf-male,0,0,0.0700000003,1426,465,2,174,2.09439516068,0,0,4.94999980927
worgen-female,0,0,0,1427,465,2,170,2.09439516068,0,0,1.20000004768
draenei-female,0,0,0.05000000075,1428,465,2,170,2.09439516068,0,0,1.00999999046
vulpera-female,-0.12999999523,0.20000000298,0.03999999911,1429,465,2,174,2.09439516068,0,0,10
vulpera-male,-0.12999999523,0.20000000298,0.03999999911,1430,465,2,174,2.09439516068,0,0,9
mechagnome-male,0,0,0.02999999933,1431,465,2,170,2.09439516068,0,0,1.79999995232
mechagnome-female,0,0,0.02999999933,1432,465,2,170,2.09439516068,0,0,1.29999995232
item,0.15000000596,0,0.41999998689,1433,466,15,169,-3.0194196701,0,0,0.44999998808
item,2.79999995232,3,1.10000002384,1434,467,15,169,-3.0194196701,0,0,0.20000000298
