ID,PositionOffset_0,PositionOffset_1,PositionOffset_2,TargetOffset_0,TargetOffset_1,TargetOffset_2,Type,Flags,PositionSmoothing,RotationSmoothing,FieldOfView,LockedPositionOffsetBase,LockedPositionOffsetDirection,LockedTargetOffsetBase,LockedTargetOffsetDirection,Field_10_1_5_50232_011
622,2419.8798828125,-5641.7900390625,61.69260025024,2421.3999023438,-5650.1401367188,61.33300018311,2,0,0,0,90,2,0,2,0,0
623,-1374.8000488281,1090.0100097656,262.40701293945,-1380.3100585938,1089.0100097656,262.57501220703,2,256,0,0,90,2,0,2,0,1
624,-2656.5700683594,366.28201293945,18.66769981384,-2672.25,354.52099609375,17.3341999054,2,0,0,0,90,2,0,2,0,0
625,809,1097,61,7,0,2.5,2,2305,0,0,65,2,0,0,0,1
626,4325.9599609375,-612.96801757813,-280.46200561523,4325.990234375,-604.58898925781,-280.21499633789,2,0,0,0,90,2,0,2,0,0
627,840.07397460938,7229.8999023438,106.68199920654,811.69396972656,7228.7900390625,118.11499786377,2,256,0,0,90,2,0,2,0,1
628,808.01501464844,7257.572265625,139.07600402832,834.56896972656,7228.7172851562,106.67812347412,2,256,0,0,90,2,0,2,0,1
629,0,-10,-2,0,10,5,2,2064,1,1,0,0,0,0,0,0
631,0,-5,1.5,0,5,0,2,2064,0.05000000075,0.10000000149,100,0,0,0,0,0
632,0,23,15,0,0,1,1,2051,0,0,0,1,1,0,0,0
633,4136.3798828125,-300.51098632813,-272.18899536133,4064.1599121094,-298.38000488281,-273.0830078125,2,768,0,0,90,2,0,2,0,1
634,2611,6751,116,2610.9699707031,6752,107,2,2816,2,2,90,2,2,2,2,1
635,4089.9599609375,-275.18200683594,-275.80200195313,4066.5400390625,-287.93499755859,-271.43798828125,2,768,0,0,90,2,0,2,0,1
636,4052.7399902344,-295.48599243164,-279.05200195313,4037.9599609375,-303.03799438477,-277.29000854492,2,768,0,0,90,2,0,2,0,1
637,4060.8100585938,-246.78399658203,-259.53601074219,4053.8000488281,-261.82800292969,-262.45700073242,2,768,0,0,90,2,0,2,0,1
638,2611,6751,125,2610.9699707031,6752,107,2,2816,2,2,90,2,2,2,2,1
639,0.69999998808,5,2,0,0,2,2,0,0,0,90,0,0,0,0,0
640,-2,21,9,-0.5,15,7.5,2,0,0,0,90,0,0,0,0,0
641,-2,6,4,0.5,0,3,2,0,0,0,90,0,0,0,0,0
642,-1,8,5,1,0,4,2,0,0,0,90,0,0,0,0,0
643,0,0,0,0,10,0,2,1280,0,0,90,0,0,0,0,1
644,0,40,20,0,0,0,2,2064,0,0,90,0,0,0,0,0
645,99.80799865723,1946.75,70.2174987793,199358,1647,70.2174987793,2,256,0,0,90,2,0,2,0,1
646,0,0,0,0,0,0,2,1536,0.10000000149,0.10000000149,25,0,2,1,2,0
647,2,8,5,0.5,0,4,2,0,0,0,90,0,0,0,0,0
648,6,6,7,2,0,5.5,2,0,0,0,90,0,0,0,0,0
649,1.5,4.5,3,0.5,0,2,2,0,0,0,90,0,0,0,0,0
650,-1,6,4,1,0,2.5,2,0,0,0,90,0,0,0,0,0
651,0.5,-5,4.5,-0.5,0,3,2,0,0,0,90,0,0,0,0,0
652,-2.5,5,4,0.5,0,3,2,0,0,0,90,0,0,0,0,0
653,-1.5,6,5,0.5,0,4,2,0,0,0,90,0,0,0,0,0
654,-1,8,5,1,0,3,2,0,0,0,90,0,0,0,0,0
655,-1,7,5.5,0.5,0,4.5,2,0,0,0,90,0,0,0,0,0
657,0,-30,5,0,0,0,2,16,0,0,90,0,0,0,0,0
658,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,70,0,2,1,2,1
659,2902.2299804688,5884.7001953125,304,2903,5879.7797851562,301,2,2816,2,2,90,2,2,2,2,1
660,2900.3200683594,5890.1499023438,301.39999389648,2901.6000976562,5887,301,2,2816,2,2,90,2,2,2,2,1
661,2902.6298828125,5898.9799804688,302,2897.5600585938,5895.830078125,300,2,2816,2,2,90,2,2,2,2,1
662,2896.7299804688,5903.33984375,298.83898925781,2900.9599609375,5885.6801757812,307.32501220703,2,2816,2,2,90,2,2,2,2,1
663,2936.0200195312,5778.509765625,394.94400024414,2899.2600097656,5894.66015625,297.11499023438,2,2816,2,2,90,2,2,2,2,1
664,2919.2399902344,5818.1899414062,357.8039855957,2899.2600097656,5894.66015625,300,2,2816,2,2,20,2,2,2,2,1
665,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,80,0,2,1,2,1
666,-728.78002929688,2704.6599121094,111.19599914551,-610.39398193359,2534.8798828125,109.8929977417,2,256,0,0,90,0,0,1,0,1
669,0,-200,400,0,0,40,2,2576,0,0,0,0,1,0,0,0
670,2499.8601074219,-1601.0200195312,403.91500854492,2483.8200683594,-1618.3800048828,405.29901123047,2,768,0,0,90,2,0,2,0,1
671,3578,6454.5600585938,185.86999511719,3582.2900390625,6467.0297851562,198.84100341797,2,2816,2,2,90,2,2,2,2,1
672,3592.1101074219,6470.2299804688,180.79899597168,3595.3601074219,6478.6899414062,181.56799316406,2,2816,2,2,90,2,2,2,2,1
673,3595.1101074219,6464.759765625,181.26600646973,3595.3601074219,6478.6899414062,181.56799316406,2,2816,2,2,90,2,2,2,2,1
674,3599.8601074219,6425.6899414062,185.95899963379,3589,6474.3798828125,195.57600402832,2,2816,2,2,90,2,2,2,2,1
675,3635.6899414062,6444.6499023438,185.95899963379,3589,6474.3798828125,195.57600402832,2,2816,2,2,90,2,2,2,2,1
676,3587.6298828125,6474.66015625,180,3588.9299316406,6479.8198242188,179,2,2816,2,2,90,2,2,2,2,1
677,3585.8999023438,6468.25,179,3585.1499023438,6481.1000976562,180,2,2816,2,2,90,2,2,2,2,1
678,0,0,-20,0,0,30,2,10499,0.10000000149,0.10000000149,90,0,2,0,2,1
679,80.75389862061,-65.63999938965,66.85330200195,103.67600250244,-63.02949905396,69.90650177002,2,768,0,0,90,2,0,2,0,1
680,0,3,2,0,5,2,2,2064,0,0,135,0,0,0,0,0
681,2901.9699707031,5874.830078125,321.84201049805,2917.9399414062,5854.330078125,339.77600097656,2,2816,2,2,20,2,2,2,2,1
682,3,2,1.5,1.20000004768,0,0.80000001192,2,0,0,0,90,1,2,1,2,0
683,-785.59802246094,4533.669921875,754.03497314453,0,0,7,2,2048,0,0,115,2,0,1,1,0
684,0,-5,1,0,10,0,2,2575,1,1,90,0,0,0,0,0
685,4065.3999023438,7222.9599609375,56,4078.1201171875,7215.4399414062,57,2,768,0,0,90,2,0,2,0,1
686,2111.2099609375,5486.58984375,-18.22419929504,2085.1398925781,5427.66015625,-36.00009918213,2,768,0,0,90,2,0,2,0,1
687,1160.6400146484,4034.1000976562,111.5419998169,962.59698486328,4053.8000488281,86.66040039063,2,256,0,0,90,2,2,2,2,1
688,0,35,20,0,0,15,2,2064,0,0,90,0,0,0,0,0
689,0,0,0,0,0,0,3,128,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,3,256,0,0,0,0,0,0,0,1
691,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,4,4096,0,0,0,0,0,0,0,0
695,1709.6500244141,4637.25,132.76499938965,1722.2800292969,4614.3198242188,128.61799621582,2,256,0,0,90,2,2,2,2,1
696,1714.4499511719,4628.5600585938,127,1719.2399902344,4620.3598632812,129,2,256,0,0,90,2,2,2,2,1
697,1319,4828,174,1344,4795,178,2,768,0,0,90,2,0,2,0,1
699,0,-15,6,0,30,6,2,2051,0,0,110,1,1,1,1,0
700,-584.3740234375,8121.8598632812,75.25689697266,-607.04400634766,8127.919921875,84.63520050049,2,768,0,0,90,2,0,2,0,1
701,-533.93298339844,8114.8999023438,72.1016998291,-557.72198486328,8119.7299804688,79.79000091553,2,768,0,0,90,2,0,2,0,1
702,2610.5400390625,6727.9702148438,109.11799621582,2611.0300292969,6742.41015625,106.73899841309,2,2304,0,0,90,2,2,2,2,1
703,2599,6744.6801757812,108.24500274658,2615.5500488281,6735.5,107.55000305176,2,2304,0,0,90,2,2,2,2,1
704,2622.5700683594,6724.7797851562,113.54499816895,2634.8100585938,6690.009765625,117.16899871826,2,2304,0,0,90,2,2,2,2,1
705,2631.4799804688,6715.3901367188,113.96399688721,2634.8100585938,6690.009765625,117.16899871826,2,2304,0,0,90,2,2,2,2,1
706,2885.2600097656,5895.41015625,304,2912,5856,340,2,2816,2,2,20,2,2,2,2,1
707,2888,5904.2797851562,297,2900.9599609375,5885.6801757812,315,2,2816,2,2,90,2,2,2,2,1
708,0,0,0,0,0,0,2,2048,0,0,0,0,0,0,0,0
709,4247.6499023438,-311.17999267578,-278.40899658203,4237.2299804688,-303.28201293945,-275.29800415039,2,768,0,0,90,2,0,2,0,1
710,1198,1610,13,1162,1538,25,2,263,1,1,90,2,2,2,2,1
712,4056.5,-299.11898803711,-274.3869934082,4044.5,-297.8869934082,-274.89599609375,2,768,0,0,90,2,0,2,0,1
713,4058.580078125,-289.53698730469,-279.02200317383,4065.4399414062,-296.75299072266,-279.06201171875,2,768,0,0,90,2,0,2,0,1
714,4124.7998046875,-205.52000427246,-250.57699584961,4138.3901367188,-240.98100280762,-256.42001342773,2,768,0,0,90,2,0,2,0,1
715,4124.7998046875,-205.52000427246,-250.57699584961,4099.2700195312,-239.04800415039,-256.94100952148,2,768,0,0,90,2,0,2,0,1
716,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,40,0,2,1,2,1
717,1377.0500488281,1347.1600341797,193.92399597168,1392.0300292969,1347.2099609375,197,2,768,0,0,90,2,0,2,0,1
718,12,-6,4,770,-266,15,2,2305,0,0,120,0,0,2,0,1
722,0,0,0,0,0,6,2,9984,0.10000000149,0.10000000149,90,0,2,1,2,1
723,0,-10,10,0,0,0,2,2320,0,0,110,0,0,0,0,1
724,1,5,2,0.5,0,1,2,0,0,0,90,0,0,0,0,0
725,0,0,0,0,0,0,2,9472,0.10000000149,0.10000000149,90,0,2,1,2,1
727,0,20,35,0,0,0,2,2064,0,0,90,0,0,0,0,0
728,0,0,0,0,0,0,2,1536,0.10000000149,0.10000000149,110,0,2,1,2,0
729,0,-8,5,0,0,0,2,2078,0,0,110,0,0,0,0,0
730,0,-20,20,0,10,5,2,2048,0,0,110,1,0,0,0,0
731,0,10,10,0,0,0,2,12,0,0,120,0,0,0,0,0
733,-1198.2700195312,2982.2800292969,215.30099487305,-1192.5999755859,3006.9599609375,221.15800476074,2,768,0,0,90,2,0,2,0,1
734,0,-15,3,0,0,0,2,0,0,0,150,0,0,0,0,0
735,0,10,1,0,0,3,2,2064,0,0,45,0,0,0,0,0
738,2804,1500,339,2693.3500976562,1191.8199462891,445,2,2304,0,0,90,2,2,2,2,1
739,2112,1172.5,761,2745,1200,600,2,2816,0,0,90,2,2,2,2,1
740,5,5,5,5,5,5,2,0,0,0,90,0,0,0,0,0
741,1187,5924,560,1383,6062,536,2,2304,0,0,90,2,2,2,2,1
742,4063,4321,1135,4346,4446,1249,2,2304,0,0,90,2,2,2,2,1
743,4056.0900878906,4470.1401367188,1013.3400268555,4314.7700195312,4510.240234375,909.97802734375,2,2304,0,0,90,2,2,2,2,1
744,0,0,75,0,45,-80,2,0,0,0,120,0,0,0,0,0
745,0,0,0,-10,10,-10,2,0,0,0,0,0,0,0,0,0
746,0,0,10,0,0,0,2,2072,0,0,0,2,1,0,0,0
747,2704,-574,49,2771,-497,2.20000004768,2,572,0,0,100,2,0,2,0,0
748,2778.5,-646,49,2850,-553,8,2,572,0,0,120,2,0,2,0,0
749,2820,-658,49,2936,-633,4,2,572,0,0,120,2,0,2,0,0
750,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,20,0,2,1,2,1
751,0,0,0,0,0,0,2,9984,10,10,90,0,2,1,2,1
752,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,50,0,2,1,2,1
753,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,100,0,2,1,2,1
754,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,25,0,2,1,2,1
755,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,35,0,2,1,2,1
756,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,55,0,2,1,2,1
757,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,65,0,2,1,2,1
758,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,75,0,2,1,2,1
759,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,85,0,2,1,2,1
760,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,95,0,2,1,2,1
761,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,110,0,2,1,2,1
762,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,115,0,2,1,2,1
763,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,125,0,2,1,2,1
764,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,135,0,2,1,2,1
765,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,130,0,2,1,2,1
766,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,140,0,2,1,2,1
767,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,145,0,2,1,2,1
768,0,0,0,0,0,0,2,9984,0.10000000149,0.10000000149,150,0,2,1,2,1
769,0,3,5,0,10,5,2,1536,0,0,90,0,0,0,0,0
771,496.39999389648,1467.9000244141,770,504.60000610352,1471.8000488281,770,2,0,0,0,90,2,0,2,0,0
772,0,0,0,0,0,0,2,1792,0,0,90,0,2,1,2,1
773,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,10,0,2,1,2,1
774,0,0,0,0,0,0,2,9984,1,1,105,0,2,1,2,1
775,0,-1,10,0,1,-10,2,2072,0,0,90,0,0,0,0,0
776,0,0,0,0,0,0,2,9984,1,1,90,0,2,1,2,1
777,-2347.8898925781,8866.400390625,141.77900695801,-3151.3200683594,9366.240234375,-81,2,2304,0,0,90,2,2,2,2,1
778,0,0,0,0,0,0,2,9984,1,1,10,0,2,1,2,1
779,0,0,0,0,0,0,2,9984,1,1,40,0,2,1,2,1
780,0,0,0,0,0,0,2,9984,1,1,70,0,2,1,2,1
781,6,-5,5,2,3,4,2,2576,0,0,90,0,0,0,0,0
782,0,-6,2,0,0,0,2,2076,0,0,110,0,0,0,0,0
783,0,-10,50,0,0,0,2,16,0,0,0,0,0,0,0,0
785,0,0,10,0,0,0,2,1024,1,1,120,0,0,1,1,0
786,1512.1099853516,-4137.9399414062,61.31280136108,1519.0600585938,-4132,64.5,2,256,0,0,66,2,0,2,0,1
787,20,5,5,0,0,0,2,2048,1,0,90,0,0,0,2,0
788,0,0,0,0,0,0,2,9984,1,1,60,0,2,1,2,1
789,0,0,0,0,0,0,2,9984,0.5,0.5,60,0,2,1,2,1
790,0,0,0,0,0,0,2,9984,1,1,45,0,2,1,2,1
791,0,0,0,0,0,0,2,9984,1,1,30,0,2,1,2,1
792,2831,3407,34,0,0,0,2,0,0,0,90,2,0,0,0,0
793,0,-5,20,0,10,-10,2,2064,0,0,110,0,0,0,0,0
794,-3,18,9,-1,0,6,2,2576,0.30000001192,0.30000001192,90,0,0,0,0,0
795,0,-45,30,0,20,10,2,2576,0,0,35,0,0,0,0,0
796,0,20,10,0,0,6,2,16,0,0,90,0,0,0,0,0
798,191,3065,193,174,3066,198,2,768,0,0,90,2,0,2,0,1
799,-853.77099609375,2858,806,-833,2835,783,2,27,0,0,120,2,0,2,0,0
800,0,-15,3,0,30,3,2,2051,0,20,110,1,1,1,1,0
801,0,0,10,0,-10,8,2,2064,0,0,90,0,0,0,0,0
802,0,-20,8,0,0,0,2,2064,0,0,90,0,0,0,0,0
803,0,-30,30,0,0,0,2,2560,0,0,0,0,0,0,0,0
804,0,2,2,0,10,2,2,2056,0,0,90,0,0,0,1,0
805,0,-2,20,0,0,0,2,2056,0,0,90,0,0,0,1,0
806,0,-2,2,0,10,5,2,2060,0,0,110,0,0,0,0,0
808,4229,371,51,4149,408,27,2,572,0,0,100,2,0,2,0,0
809,0,0,0,0,0,0,2,9984,1,1,50,0,2,1,2,1
810,3430,-654,23,3435.2900390625,-663.86798095703,22.32999992371,2,2304,0,0,90,2,2,2,2,1
811,3418,-664,26,3435.2900390625,-663.86798095703,22.32999992371,2,2304,0,0,90,2,2,2,2,1
812,3432,-675,23,3449.3999023438,-687,24,2,2304,0,0,90,2,2,2,2,1
813,3443.8500976562,-669.75,23,3447.6999511719,-683.5,20.77000045776,2,2304,0,0,90,2,2,2,2,1
814,3430,-676,23,3452.8701171875,-685.33502197266,24,2,2304,0,0,90,2,2,2,2,1
815,-1012.6300048828,3730,27.20000076294,-1000,3737,27.14999961853,2,2304,0,0,90,2,2,2,2,1
816,-1031.5999755859,3722.6799316406,27.42000007629,-1010.3200073242,3730.6201171875,27.46999931335,2,2304,0,0,90,2,2,2,2,1
817,-1026,3726,0,-985,3722,-1,2,2304,0,0,90,2,2,2,2,1
818,-1000.799987793,3725,1.60000002384,-989,3723,0.60000002384,2,2304,0,0,90,2,2,2,2,1
819,0,15,30,0,0,0,2,2076,0,0,90,0,1,0,1,0
820,3096.6899414062,1852.8399658203,17.46290016174,3235.5,1907.7299804688,-20.56170082092,2,256,0,0,66,2,0,2,0,1
821,3096.6899414062,1852.8399658203,17.46290016174,3186.2199707031,2063.2700195312,-20.64509963989,2,256,0,0,66,2,0,2,0,1
822,-80.8583984375,2149.1000976562,48,-90.28810119629,2150.5900878906,47,2,2816,0,0,90,2,2,2,2,1
922,-81.40000152588,2154.6000976562,48,-90.28810119629,2150.5900878906,47,2,2816,0,0,90,2,2,2,2,1
923,-79.40000152588,2137.5,48,-67,2144.6999511719,47,2,2816,0,0,90,2,2,2,2,1
924,-74.19999694824,2131.3000488281,48,-68,2144,47,2,2816,0,0,90,2,2,2,2,1
925,-75,2141.5,48,-84,2151,47,2,2816,0,0,90,2,2,2,2,1
926,-73.23999786377,2119,48,-67.09999847412,2130.1999511719,47,2,2816,0,0,90,2,2,2,2,1
927,-72.09999847412,2102.1000976562,52,-64.30000305176,2110.1000976562,47,2,2816,0,0,90,2,2,2,2,1
928,-54,2094,52,-60,2107,47,2,2816,0,0,90,2,2,2,2,1
929,-70.80000305176,2089.6000976562,54.29999923706,-60,2107,47,2,2816,0,0,90,2,2,2,2,1
930,-79.40000152588,2083.6000976562,50,-85,2083,48.5,2,2816,0,0,90,2,2,2,2,1
931,-81.19999694824,2077.5,50,-85,2083,48.5,2,2816,0,0,90,2,2,2,2,1
932,4,-15,2,0,300,0,2,2064,0.10000000149,0.10000000149,90,0,0,0,0,0
933,-4,-15,2,0,300,0,2,2064,0.10000000149,0.10000000149,90,0,0,0,0,0
934,-304.10000610352,-1562.5999755859,3.70000004768,-300.5,-1559.8000488281,4.40000009537,2,2816,0,0,90,2,2,2,2,1
935,-286.79998779297,-1531.9000244141,11.19999980927,-287.20001220703,-1530.6999511719,11,2,2816,0,0,90,2,2,2,2,1
936,-278.89999389648,-1528.1999511719,11.19999980927,-287.20001220703,-1530.6999511719,11,2,2816,0,0,90,2,2,2,2,1
937,-267.89999389648,-1509.4000244141,19.39999961853,-266.70001220703,-1507.3000488281,19.5,2,2816,0,0,90,2,2,2,2,1
938,-244.60000610352,-1490.5,27.70000076294,-243.19999694824,-1490.5,27.60000038147,2,2816,0,0,90,2,2,2,2,1
939,-223.89999389648,-1520,16.39999961853,-219,-1517.9000244141,16.70000076294,2,2816,0,0,90,2,2,2,2,1
941,-1524.6999511719,-2429.8000488281,166.19999694824,-1483.3000488281,-2392.1000976562,145.80000305176,2,2816,0,0,90,2,2,2,2,1
942,-1483.3000488281,-2392.1000976562,145.80000305176,-1455.6999511719,-2367,132.30000305176,2,2816,0,0,90,2,2,2,2,1
943,-513.59997558594,-2190.6000976562,144.10000610352,-578.59997558594,-2164.8000488281,126.30000305176,2,2816,0,0,90,2,2,2,2,1
944,-1430.0999755859,-2443.3999023438,108.80000305176,-1410.5,-2420.1000976562,104.5,2,2816,0,0,90,2,2,2,2,1
945,-1457.4000244141,-2475.8000488281,108.80000305176,-1410.5,-2420.1000976562,104.5,2,2816,0,0,90,2,2,2,2,1
946,-268.20001220703,-1504.1999511719,19.79999923706,-266.60000610352,-1502.1999511719,18.89999961853,2,2816,0,0,90,2,2,2,2,1
947,2375.0500488281,687.56597900391,153.81100463867,2370.919921875,695,150,2,2816,0,0,80,2,2,2,2,1
948,0,0,0,0,0,0,2,9984,3,3,90,0,2,1,2,1
949,2319.5,927,102.5,2323.8000488281,935.19500732422,105.80000305176,2,2816,0,0,73,2,2,2,2,1
950,2309,911,106,2325,932,102,2,2816,0,0,77,2,2,2,2,1
951,0,0,0,0,0,0,2,1792,0.10000000149,0.10000000149,7.5,0,2,1,2,1
952,0,0,0,0,0,0,2,9728,1,1,90,0,2,1,2,0
953,0,0,0,0,0,0,2,9728,1,1,70,0,2,1,2,0
954,0,0,0,0,0,0,2,9728,1,1,60,0,2,1,2,0
955,0,0,0,0,0,0,2,9728,1,1,50,0,2,1,2,0
956,0,0,0,0,0,0,2,9728,1,1,45,0,2,1,2,0
957,0,0,0,0,0,0,2,9728,1,1,40,0,2,1,2,0
958,0,0,0,0,0,0,2,9728,1,1,30,0,2,1,2,0
959,0,0,0,0,0,0,2,9728,1,1,10,0,2,1,2,0
961,0,0,0,0,0,0,2,1280,0.10000000149,0.10000000149,60,0,2,1,2,1
964,-9,6,7,4,0,7,2,2576,0.20000000298,0.20000000298,90,0,0,0,0,0
965,811.79998779297,1252.4000244141,79.09999847412,829.79998779297,1270.3000488281,69.59999847412,2,2816,0,0,90,2,2,2,2,1
966,1025,1379,78.80000305176,1039.5,1384.0999755859,72.59999847412,2,2816,0,0,90,2,2,2,2,1
967,1176.1999511719,1251.8000488281,48.09999847412,1175.9000244141,1240.6999511719,45.90000152588,2,2816,0,0,90,2,2,2,2,1
968,0,-0.20000000298,1.60000002384,0,4,1.60000002384,2,2576,0,0,90,0,0,0,0,0
969,959.79998779297,1188.8000488281,42.09999847412,962.70001220703,1191.4000244141,42,2,2816,0,0,90,2,2,2,2,1
970,272.5,1632.5,422.70001220703,271.39999389648,1633.1999511719,422.60000610352,2,2048,2,2,90,2,2,2,2,0
971,0,0,0,0,0,0,2,8,0,0,25,0,0,0,0,0
972,0,0,0,0,1,0,2,256,0,0,0,0,0,0,1,1
973,812.59997558594,1299.1999511719,55.29999923706,810.40002441406,1303.6999511719,53.09999847412,2,2048,2,2,90,2,2,2,2,0
974,0,0,0,0,50,4.5,2,2048,0,0,90,0,1,0,0,0
975,0,13,2,0,0,0,2,2048,0,0,90,0,0,0,0,0
976,1045,-920,128,1090,-1026,130,2,16,0,0,75,2,2,2,1,0
977,0,-20,10,0,10,0,2,2064,0.30000001192,0.30000001192,90,0,0,0,0,0
978,-530,3070,460,-380,3028,450,2,16,0,0,75,2,2,2,1,0
979,971.59997558594,1199,43.59999847412,972.20001220703,1199.5,43.40000152588,2,2816,0,0,90,2,2,2,2,1
980,867.59997558594,1216.0999755859,109.69999694824,891.09997558594,1212.9000244141,101.59999847412,2,2816,0,0,90,2,2,2,2,1
981,907.59997558594,1168.8000488281,59.09999847412,911.90002441406,1172.3000488281,58.40000152588,2,2816,0,0,90,2,2,2,2,1
982,0,-50,50,0,0,0,2,2576,0.30000001192,0.30000001192,90,0,0,0,0,0
983,-8,-10,20,-2,10,0,2,2576,0.10000000149,0.10000000149,90,0,0,0,0,0
984,2890,3700,140,2881,3829,163,2,16,0,0,75,2,2,2,1,0
985,-1116,355,449,-1260,326,465,2,16,0,0,75,2,2,2,1,0
986,-1879.3000488281,748.70001220703,166.89999389648,-1892.4000244141,756,162.39999389648,2,2816,0,0,90,2,2,2,2,1
987,-1906.1999511719,763.59997558594,157.80000305176,-1917.0999755859,769.70001220703,154.19999694824,2,2816,0,0,90,2,2,2,2,1
988,318,-151.18299865723,39,308,-146,39,2,768,0,0,90,2,0,2,2,1
989,318,-147,39,308,-152,39,2,768,0,0,90,2,0,2,2,1
990,0,-1,4,0,0.5,0,2,2048,0,0,90,0,0,0,2,0
991,0,-3,3,0,1,2,2,2064,0,0,50,0,0,0,0,0
992,0,1,4,0,1.10000002384,0,2,2048,0,0,90,0,0,0,2,0
993,-5,0,1,5,0,0,2,2072,0,0,110,0,0,0,0,0
994,-316,-2359.1000976562,20.29999923706,-314.39999389648,-2360.1999511719,20.29999923706,2,2048,0,0,90,2,2,2,2,0
995,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
996,-316.79998779297,-2360.5,20.10000038147,-318.20001220703,-2361.5,20.10000038147,2,2048,0,0,90,2,2,2,2,0
997,-307.79998779297,-2353.5,20.29999923706,-307.60000610352,-2353.3999023438,20.29999923706,2,2048,0,0,90,2,2,2,2,0
998,0,0,0,0,0,0,2,9984,1,1,80,0,2,1,2,1
1001,0,-8,2,0,0,0,2,2064,0,0,110,0,0,0,0,0
1004,0,0,0,0,0,0,2,9984,1,1,11,0,2,1,2,1
1005,0,0,0,0,0,0,2,9984,1,1,12,0,2,1,2,1
1006,0,0,0,0,0,0,2,9984,1,1,13,0,2,1,2,1
1007,0,0,0,0,0,0,2,9984,1,1,14,0,2,1,2,1
1008,0,0,0,0,0,0,2,9984,1,1,15,0,2,1,2,1
1009,0,0,0,0,0,0,2,9984,1,1,16,0,2,1,2,1
1010,0,0,0,0,0,0,2,9984,1,1,17,0,2,1,2,1
1011,0,0,0,0,0,0,2,9984,1,1,18,0,2,1,2,1
1012,0,0,0,0,0,0,2,9984,1,1,19,0,2,1,2,1
1013,0,0,0,0,0,0,2,9984,1,1,20,0,2,1,2,1
1014,0,0,0,0,0,0,2,9984,1,1,21,0,2,1,2,1
1015,0,0,0,0,0,0,2,9984,1,1,22,0,2,1,2,1
1016,0,0,0,0,0,0,2,9984,1,1,23,0,2,1,2,1
1017,0,0,0,0,0,0,2,9984,1,1,24,0,2,1,2,1
1018,0,0,0,0,0,0,2,9984,1,1,25,0,2,1,2,1
1019,0,0,0,0,0,0,2,9984,1,1,26,0,2,1,2,1
1020,0,0,0,0,0,0,2,9984,1,1,27,0,2,1,2,1
1021,0,0,0,0,0,0,2,9984,1,1,28,0,2,1,2,1
1022,0,0,0,0,0,0,2,9984,1,1,29,0,2,1,2,1
1023,0,0,0,0,0,0,2,9984,1,1,31,0,2,1,2,1
1024,0,0,0,0,0,0,2,9984,1,1,32,0,2,1,2,1
1025,0,0,0,0,0,0,2,9984,1,1,33,0,2,1,2,1
1026,0,0,0,0,0,0,2,9984,1,1,34,0,2,1,2,1
1027,0,0,0,0,0,0,2,9984,1,1,35,0,2,1,2,1
1028,0,0,0,0,0,0,2,9984,1,1,36,0,2,1,2,1
1029,0,0,0,0,0,0,2,9984,1,1,37,0,2,1,2,1
1030,0,0,0,0,0,0,2,9984,1,1,38,0,2,1,2,1
1031,0,0,0,0,0,0,2,9984,1,1,39,0,2,1,2,1
1032,0,0,0,0,0,0,2,9984,1,1,41,0,2,1,2,1
1033,0,0,0,0,0,0,2,9984,1,1,42,0,2,1,2,1
1034,0,0,0,0,0,0,2,9984,1,1,43,0,2,1,2,1
1035,0,0,0,0,0,0,2,9984,1,1,44,0,2,1,2,1
1036,0,0,0,0,0,0,2,9984,1,1,46,0,2,1,2,1
1037,0,0,0,0,0,0,2,9984,1,1,47,0,2,1,2,1
1038,0,0,0,0,0,0,2,9984,1,1,48,0,2,1,2,1
1039,0,0,0,0,0,0,2,9984,1,1,49,0,2,1,2,1
1040,0,0,0,0,0,0,2,9984,1,1,51,0,2,1,2,1
1041,0,0,0,0,0,0,2,9984,1,1,52,0,2,1,2,1
1042,0,0,0,0,0,0,2,9984,1,1,53,0,2,1,2,1
1043,0,0,0,0,0,0,2,9984,1,1,54,0,2,1,2,1
