Name_lang,Description_lang,ID,Pos_0,Pos_1,Pos_2,PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,Field_9_1_0_38783_011,ContinentID,AreaID,WorldStateID,Field_10_0_0_45141_012,UiWidgetSetID,UiTextureKitID,Field_9_1_0_38783_017,Importance,Icon
"Void Tear","Upper Void Breach",5313,6018.4272460938,10652.883789062,12.61341667175,0,50344,4705,4269,0,0,0,0,1753,8910,0,0,0,0,0,0,0
"Void Tear","Temple Foundation",5314,5870.3422851562,10465.50390625,10.81279182434,0,50345,4705,4269,0,0,0,0,1753,8910,0,0,0,0,0,0,0
Zorathides,,5317,14544.684570312,14303.333007812,125.43106842041,0,50704,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Obsidian Dragonshrine",,5318,14544.684570312,14303.333007812,125.43106842041,0,50703,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Talar Icechill",,5319,13883.33203125,13756.489257812,54.90424728394,0,50735,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Ruby Dragonshrine",,5320,13883.33203125,13756.489257812,54.90424728394,0,50736,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Void Gargantuan",,5321,13234.879882812,13253.044921875,75.24779510498,0,50737,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Azure Dragonshrine",,5322,13234.879882812,13253.044921875,75.24779510498,0,50738,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Thalas Vylethorn",,5323,12994.021484375,12842.760742188,0.53269398212,0,50739,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
"Emerald Dragonshrine",,5324,12994.021484375,12842.760742188,0.53269398212,0,50740,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
Chronoportals,,5325,13679.900390625,13073.5,342.7200012207,0,50753,4721,5055,0,0,0,0,1756,8889,0,0,0,0,0,10,0
Argus,"Lightforged Beacon to the Vindicaar",5326,-853.70489501953,4262.1196289062,746.28112792969,0,48903,6748,951,0,0,0,0,1220,7502,0,0,0,0,0,0,0
"Seat of the Triumvirate",Dungeon,5327,5392.7900390625,10823.599609375,18.74189949036,0,0,6091,17063,53770,1,945,0,1669,8841,0,0,0,0,0,0,0
"War Supply Cache","Free For All PvP Active",5328,2905.3298339844,488.92013549805,0.34748101234,0,51348,0,959,0,0,0,0,1643,9042,0,0,0,0,0,0,197
"War Supply Cache","Free For All PvP Active",5329,2905.3298339844,488.92013549805,0.34748101234,0,51350,0,959,0,0,0,0,1643,9042,0,0,0,0,0,0,197
"Army of the Light","Light's Shield",5332,-3079.1440429688,9387.7138671875,-164.83976745606,0,52241,5409,1687,0,0,0,0,1669,8899,0,0,0,0,0,0,0
"Army of the Light","Light's Shield",5333,-2859.2604980469,8840.94921875,-214.49172973633,0,52241,5409,1687,0,0,0,0,1669,8899,0,0,0,0,0,0,0
"Army of the Light","Light's Shield",5334,-3441.5400390625,8861.01953125,-180.73199462891,0,52242,5409,1687,0,0,0,0,1669,8899,0,0,0,0,0,0,0
"Army of the Light","Light's Shield",5335,-2395.7985839844,8950.794921875,-141.16291809082,0,52243,5409,1687,0,0,0,0,1669,8899,0,0,0,0,0,0,0
"Army of the Light","Light's Shield",5336,-3201.8020019531,9063.7822265625,-170.10968017578,0,52243,5409,1687,0,0,0,0,1669,8899,0,0,0,0,0,0,0
"Army of the Light","Light's Shield",5337,-2461.1979980469,9497.8544921875,-191.48252868652,0,52241,5409,1687,0,0,0,0,1669,8899,0,0,0,0,0,0,0
"Twilight Grove",,5338,-410.04861450195,2514.8212890625,348.54794311523,0,0,6784,4484,53603,3,846,0,1677,8527,0,0,0,0,0,0,0
"The Emerald Archives",,5339,-633.34375,2517.4758300781,398.70330810547,0,0,6784,4524,53604,3,847,0,1677,8527,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Sangua",5350,1815.8350830078,995.35595703125,501.4755859375,0,52961,6703,135615,55709,0,0,0,1669,0,0,0,0,0,0,1,0
"Hall of the Moon",,5353,-418.26736450195,2514.6015625,379.85733032227,0,0,6781,4484,53604,3,845,0,1677,8527,0,0,0,0,0,0,0
"Twilight Grove",,5354,-631.00518798828,2521.8801269531,427.45043945313,0,0,6781,4484,53363,3,846,0,1677,8527,0,0,0,0,0,0,0
"Path of Illumination",,5355,-457.60070800781,2510.8984375,450.14739990234,0,0,6784,4484,53363,3,848,0,1677,8527,0,0,0,0,0,0,0
"The Emerald Archives",,5356,-463.36285400391,2512.7612304688,479.45697021484,0,0,6781,4524,54141,3,847,0,1677,8527,0,0,0,0,0,0,0
"Sacristy of Elune",,5357,-621.53820800781,2519.4565429688,500.7600402832,0,0,6784,4484,54141,3,849,0,1677,8527,0,0,0,0,0,0,0
"Path of Illumination",,5358,-619.73614501953,2518.7248535156,528.10052490234,0,0,6781,4484,53380,3,848,0,1677,8527,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Cen'gar",5359,630.24304199219,1172.2864990234,441.85418701172,0,52963,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Val",5360,736.94616699219,1977.3333740234,390.4211730957,0,52964,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Bonich",5366,6215.0546875,9508.4599609375,-79.69432830811,0,52965,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Aurinor",5367,6351.9897460938,10231.771484375,38.53936004639,0,52966,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Naigtal",5368,5786.7290039062,9198.6279296875,-28.11078262329,0,52968,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,0,0
"Invasion Point","Invasion Point: Sangua",5369,-2545.0017089844,8949.6142578125,-138.31579589844,0,52969,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,1,0
"Invasion Point","Invasion Point: Cen'gar",5370,-2763.9399414062,9230.5400390625,-169.70100402832,0,52970,6703,135615,54909,0,0,0,1669,0,0,0,0,0,0,1,0
"Invasion Point","Invasion Point: Bonich",5371,-2226.6962890625,9333.8974609375,-59.89349365234,0,52971,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,1,0
"Invasion Point","Invasion Point: Val",5372,-3267.4860839844,8757.390625,-148.89346313477,0,52972,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,1,0
"Invasion Point","Invasion Point: Aurinor",5373,-3357.2863769531,9032.25390625,-168.07516479492,0,52973,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,1,0
"Invasion Point","Invasion Point: Naigtal",5374,-2459.03125,9347.2763671875,-128.91166687012,0,52974,6703,135615,0,0,0,0,1669,0,0,0,0,0,0,1,0
"Greater Invasion Point","Greater Invasion Point: Mistress Alluradel",5375,-2692.4721679688,8935.1005859375,-137.69918823242,0,52975,6704,135615,0,0,0,0,1669,0,0,0,1833,0,0,1,0
"Greater Invasion Point","Greater Invasion Point: Occularus",5376,-2915.6667480469,9327.69140625,-161.27110290527,0,52976,6704,135615,0,0,0,0,1669,0,0,0,1833,0,0,1,0
"Greater Invasion Point","Greater Invasion Point: Pit Lord Vilemus",5377,-2473.9931640625,9122.138671875,-158.65863037109,0,52977,6704,135615,0,0,0,0,1669,0,0,0,1833,0,0,1,0
"The Jeweled Estate",,5378,1033.2465820312,3257.0910644531,27.76958274841,0,0,6783,4484,51774,3,762,0,1571,8183,0,0,0,0,0,0,0
"Greater Invasion Point","Greater Invasion Point: Inquisitor Meto",5379,-3220.6511230469,9056.1884765625,-164.4683380127,0,52978,6704,135615,0,0,0,0,1669,0,0,0,1833,0,0,1,0
"Greater Invasion Point","Greater Invasion Point: Sotanathor",5380,5519.4907226562,10020.768554688,-85.38724517822,0,52979,6704,135615,0,0,0,0,1669,0,0,0,1833,0,0,1,0
"Greater Invasion Point","Greater Invasion Point: Matron Folnuna",5381,2016.9809570312,1470.5677490234,408.59008789063,0,52980,6704,135615,55709,0,0,0,1669,0,0,0,1833,0,0,1,0
"Court of Stars",,5388,1026.3992919922,3250.7292480469,27.34037208557,0,0,6782,4484,51782,3,761,0,1571,0,0,0,0,0,0,0,0
"The Grand Hall",,5391,3145.7534179688,7415.7275390625,55.2173500061,0,0,6784,4484,47362,3,752,0,1501,7805,0,0,0,0,0,0,0
"The Ravenscrypt",,5392,3146.2004394531,7415.2485351562,67.03106689453,0,0,6781,4484,47362,3,751,0,1501,7805,0,0,0,0,0,0,0
Ravenshold,,5393,3150.5695800781,7335.8813476562,102.69808959961,0,0,6784,4484,47360,3,753,0,1501,7805,0,0,0,0,0,0,0
"The Grand Hall",,5394,3154.2951660156,7334.4750976562,107.00760650635,0,0,6781,4484,48006,3,752,0,1501,7805,0,0,0,0,0,0,0
"The Rook's Roost",,5396,3180.8376464844,7398.6938476562,158.41450500488,0,0,6784,4484,47364,3,754,0,1501,7805,0,0,0,0,0,0,0
Ravenshold,,5397,3178.9279785156,7399.0556640625,163.57331848145,0,0,6781,4484,47364,3,753,0,1501,7805,0,0,0,0,0,0,0
"Lord Ravencrest's Chamber",,5398,3193.3100585938,7366.9702148438,224.06799316406,0,0,6782,4484,47369,3,755,0,1501,7805,0,0,0,0,0,0,0
"The Rook's Roost",,5399,3187.3200683594,7374.580078125,225.91600036621,0,0,6783,4484,47369,3,754,0,1501,7805,0,0,0,0,0,0,0
"The Raven's Crown",,5400,3163.5500488281,7366.7998046875,265.78201293945,0,0,6784,4484,48401,3,756,0,1501,7805,0,0,0,0,0,0,0
"Lord Ravencrest's Chamber",,5401,3165.4201660156,7371.1303710938,269.93463134766,0,0,6781,4484,48401,3,755,0,1501,7805,0,0,0,0,0,0,0
"Field of the Eternal Hunt",,5403,3249.4201660156,634.85766601563,635.40142822266,0,0,6782,4484,47467,3,703,0,1477,0,0,0,0,0,0,1,0
"The High Gate",,5404,3204.6398925781,2887.75,641.60101318359,0,0,6783,4484,0,3,704,0,1477,0,0,0,0,0,0,0,0
"Halls of Valor",,5405,3260.2551269531,528.97741699219,634.98504638672,0,0,6781,4484,47687,3,705,0,1477,7672,0,0,0,0,0,0,0
"The High Gate",,5407,3238.8151855469,528.68054199219,632.62890625,0,0,6784,4484,46784,3,704,0,1477,0,0,0,0,0,0,0,0
"The Hold",,5408,7412.970703125,7255.6665039062,51.10161590576,0,0,6783,4484,0,3,707,0,1492,0,0,0,0,0,0,0,0
"The Naglfar",,5409,2933.2543945312,648.13891601563,549.76184082031,0,0,6784,4484,49123,3,708,0,1492,0,0,0,0,0,0,0,0
"The Hold",,5410,2933.4418945312,663.06945800781,560.38897705078,0,0,6781,4484,49122,3,707,0,1492,0,0,0,0,0,0,0,0
"Lower Broken Stair",,5411,-11070.432617188,-2004.8125,115.22675323486,0,0,6784,4484,53064,3,815,0,1651,0,0,0,0,0,0,0,0
"Upper Broken Stair",,5412,-11065.703125,-1979.2639160156,142.76602172852,0,0,6784,4484,53086,3,816,0,1651,0,0,0,0,0,0,0,0
"Lower Broken Stair",,5413,-11062.654296875,-1980.7274169922,144.44326782227,0,0,6781,4484,53063,3,815,0,1651,0,0,0,0,0,0,0,0
"The Menagerie",,5414,-11039.201171875,-1961.2396240234,163.2646484375,0,0,6782,4484,53063,3,817,0,1651,0,0,0,0,0,0,0,0
"Upper Broken Stair",,5415,-11032.22265625,-1954.2066650391,164.18721008301,0,0,6783,4484,53072,3,816,0,1651,0,0,0,0,0,0,0,0
"Guardian's Library",,5416,-11160.254882812,-1902.0798339844,168.87130737305,0,0,6783,4484,53088,3,818,0,1651,0,0,0,0,0,0,0,0
"The Menagerie",,5417,-4484.0727539062,-2224.0227050781,2935.0517578125,0,0,6782,4484,53148,3,817,0,1651,0,0,0,0,0,0,0,0
"Library Floor",,5418,-4644.408203125,-2517.6945800781,2879.4853515625,0,0,6781,4484,53158,3,819,0,1651,0,0,0,0,0,0,0,0
"Gamesman's Hall",,5419,3975.5703125,-2244.7204589844,793.24029541016,0,0,6781,4484,53138,3,821,0,1651,0,0,0,0,0,0,0,0
"Upper Library",,5420,3973.5981445312,-2245.4982910156,793.11486816406,0,0,6784,4484,53140,3,820,0,1651,0,0,0,0,0,0,0,0
Netherspace,,5421,3696.2924804688,-2211.0383300781,818.55499267578,0,0,6782,4484,53146,3,822,0,1651,0,0,0,0,0,0,0,0
"Gamesman's Hall",,5422,3695.8698730469,-2209.0573730469,817.96765136719,0,0,6783,4484,53141,3,821,0,1651,0,0,0,0,0,0,0,0
"The Guest Chambers",,5423,-11072.225585938,-1935.90625,93.20031738281,0,0,6783,4484,53066,3,812,0,1651,0,0,0,0,0,0,0,0
"Master's Terrace",,5424,-11066.798828125,-1943.3004150391,98.08605957031,0,0,6782,4484,53092,3,814,0,1651,0,0,0,0,0,0,0,0
"The Banquet Hall",,5425,-10924.137695312,-2046.1007080078,96.23426055908,0,0,6781,4484,53058,3,811,0,1651,0,0,0,0,0,0,0,0
"Servant's Quarters",,5426,-10871.399414062,-1898.3194580078,84.01770782471,0,0,6782,4484,53090,3,809,0,1651,0,0,0,0,0,0,0,0
"The Guest Chambers",,5427,-10867.723632812,-1887.4410400391,78.7515335083,0,0,6783,4484,53091,3,812,0,1651,0,0,0,0,0,0,0,0
"Opera Hall Balcony",,5428,-10851.151367188,-1861.2778320312,122.62252044678,0,0,6781,4484,53060,3,813,0,1651,0,0,0,0,0,0,0,0
"The Guest Chambers",,5429,-10943.091796875,-1798.25,110.62741851807,0,0,6782,4484,53060,3,812,0,1651,0,0,0,0,0,0,0,0
"Opera Hall Balcony",,5430,-10945.5,-1790.1302490234,108.65119934082,0,0,6783,4484,53081,3,813,0,1651,0,0,0,0,0,0,0,0
"The Banquet Hall",,5431,-11053.400390625,-1968.0100097656,54.70140075684,0,0,6784,4484,53070,3,811,0,1651,0,0,0,0,0,0,0,0
"Upper Livery Stables",,5432,-11149.419921875,-1891.8646240234,59.68265151978,0,0,6784,4484,53083,3,810,0,1651,0,0,0,0,0,0,0,0
"Servant's Quarters",,5433,-11141.798828125,-1887.0694580078,76.04403686523,0,0,6781,4484,53083,3,809,0,1651,0,0,0,0,0,0,0,0
"The Banquet Hall",,5434,-11037.544921875,-1923.8055419922,79.45503234863,0,0,6784,4484,53082,3,811,0,1651,0,0,0,0,0,0,0,0
"Servant's Quarters",,5435,-11057.899414062,-2013.640625,79.7866897583,0,0,6781,4484,53082,3,809,0,1651,0,0,0,0,0,0,0,0
"Upper Livery Stables",,5436,-11029.192382812,-1924.5989990234,81.53318023682,0,0,6781,4484,53059,3,810,0,1651,0,0,0,0,0,0,0,0
"Servant's Quarters",,5437,-11052.299804688,-1968,53.69530105591,0,0,6781,4484,53057,3,809,0,1651,0,0,0,0,0,0,0,0
"The Guest Chambers",,5438,-10934.5,-2034.3100585938,85.99659729004,0,0,6784,4484,53058,3,812,0,1651,0,0,0,0,0,0,0,0
"Vault of the Wardens",,5439,4479.4594726562,-451.14758300781,253.5888671875,0,0,6781,4484,48825,3,711,0,1493,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",Raid,5440,-3206.9602050781,9415.2939453125,-174.26605224609,0,0,6092,17062,55667,1,946,0,1669,8899,0,0,0,0,0,0,0
"The Warden's Court",,5441,4477.3090820312,-451.30209350586,122.98062896729,0,0,6784,4484,48848,3,710,0,1493,0,0,0,0,0,0,0,0
"Vault of the Betrayer",,5442,4450.9697265625,-304.52258300781,126.06675720215,0,0,6781,4484,48836,3,712,0,1493,0,0,0,0,0,0,0,0
"Vault of the Wardens",,5443,4450.751953125,-321.27777099609,-240.93098449707,0,0,6784,4484,48833,3,711,0,1493,0,0,0,0,0,0,0,0
"The Abyssal Throne",,5444,6103.4282226562,-707.21356201172,2973.8100585938,0,0,6781,4484,53337,3,851,0,1676,0,0,0,0,0,0,0,0
"The Guardian's Sanctum",,5445,6209.080078125,-796.22900390625,2974.3798828125,0,0,6781,4484,53616,3,853,0,1676,0,0,0,0,0,0,0,0
"Terrace of the Moon",,5446,6142.5400390625,-923.47222900391,2950.3356933594,0,0,6781,4484,54379,3,852,0,1676,0,0,0,0,0,0,0,0
"Chamber of the Moon",,5447,6141.4501953125,-915.16198730469,2937.2099609375,0,0,6784,4484,54379,3,850,0,1676,0,0,0,0,0,0,0,0
"The Abyssal Throne",,5448,6026.5297851562,-1101.4499511719,2881.2199707031,0,0,6781,4484,53558,3,851,0,1676,0,0,0,0,0,0,0,0
"Terrace of the Moon",,5449,6027.5297851562,-1108.5799560547,2879.330078125,0,0,6784,4484,53558,3,852,0,1676,0,0,0,0,0,0,0,0
"Chamber of the Moon",,5450,6107.830078125,-727.49401855469,2955.0600585938,0,0,6784,4484,53871,3,850,0,1676,0,0,0,0,0,0,0,0
"Terrace of the Moon",,5451,5969.3901367188,-1001.6199951172,2923.4399414062,0,0,6783,4484,53336,3,852,0,1676,0,0,0,0,0,0,0,0
"The Abyssal Throne",,5452,5975.2998046875,-1018.6799926758,2925.7600097656,0,0,6782,4484,54380,3,851,0,1676,0,0,0,0,0,0,0,0
"Chamber of the Moon",,5453,6221.8701171875,-773.85797119141,2972.5200195312,0,0,6784,4484,53993,3,850,0,1676,0,0,0,0,0,0,0,0
"Chamber of the Avatar",,5454,6324.6469726562,-794.99133300781,2888.3371582031,0,0,6781,4484,53993,3,854,0,1676,0,0,0,0,0,0,0,0
"The Guardian's Sanctum",,5455,6350.4721679688,-795.921875,1650.6600341797,0,0,6784,4484,54426,3,853,0,1676,0,0,0,0,0,0,0,0
"The Twisting Nether",,5456,6754.306640625,-797.61456298828,1530.2279052734,0,0,6784,4484,53487,3,856,0,1676,0,0,0,0,0,0,0,0
"Arcing Depths",,5457,385.13369750977,3313.4035644531,-179.50526428223,0,0,6784,4484,48501,3,765,0,1530,0,0,0,0,0,0,0,0
"The Nightwell",,5458,467.09548950195,3377.6701660156,47.57009887695,0,0,6781,4484,49720,3,764,0,1530,0,0,0,0,0,0,0,0
"The Nighthold",,5459,540.95660400391,3394.2805175781,117.92681121826,0,0,6783,4484,52190,3,766,0,1530,0,0,0,0,0,0,0,0
"Arcing Depths",,5460,526.54498291016,3379.8798828125,115.16899871826,0,0,6782,4484,51977,3,765,0,1530,0,0,0,0,0,0,0,0
"Captain's Quarters",,5461,292.6960144043,3349.7600097656,145.47399902344,0,0,6782,4484,51757,3,768,0,1530,0,0,0,0,0,0,0,0
"Astromancer's Rise",,5465,491.37399291992,3128.1799316406,150.5,0,0,6784,4484,48954,3,769,0,1530,0,0,0,0,0,0,0,0
"Shal'Dorei Terrace",,5466,591.94500732422,3051.1201171875,130.55000305176,0,0,6783,4484,52187,3,767,0,1530,0,0,0,0,0,0,0,0
"The Nighthold",,5467,596.671875,3046.7299804688,129.49160766602,0,0,6782,4484,51762,3,766,0,1530,0,0,0,0,0,0,0,0
"The Balconies",,5468,927.65106201172,3193.734375,39.84777832031,0,0,6784,4484,51779,3,763,0,1571,0,0,0,0,0,0,0,0
"The Balconies",,5469,974.05902099609,3153.7473144531,36.50454711914,0,0,6784,4484,51779,3,763,0,1571,0,0,0,0,0,0,0,0
"The Jeweled Estate",,5470,972.40625,3152.984375,45.98969650269,0,0,6781,4484,51779,3,762,0,1571,8183,0,0,0,0,0,0,0
"The Jeweled Estate",,5471,927.67016601563,3192.1752929688,40.71321487427,0,0,6781,4484,51779,3,762,0,1571,8183,0,0,0,0,0,0,0
"Master's Terrace",,5472,-10851.700195312,-1848.3900146484,114.67199707031,0,0,6784,4484,53060,3,814,0,1651,0,0,0,0,0,0,0,0
"Master's Terrace",,5473,-11141.100585938,-1962.4201660156,80.22499847412,0,0,6784,4484,53083,3,814,0,1651,0,0,0,0,0,0,0,0
"Upper Livery Stables",,5474,-11137.900390625,-1963.4399414062,91.69840240479,0,0,6781,4484,53055,3,810,0,1651,0,0,0,0,0,0,0,0
"Master's Terrace",,5475,-11070.772460938,-2009.7396240234,115.24501037598,0,0,6781,4484,53055,3,814,0,1651,0,0,0,0,0,0,0,0
"The Nightspire",,5476,314.38714599609,3104.2299804688,146.80220031738,0,0,6784,4484,48672,3,770,0,1530,0,0,0,0,0,0,0,0
"The Font of Night",,5477,334.00201416016,3187.0500488281,227.29299926758,0,0,6784,4484,48430,3,772,0,1530,0,0,0,0,0,0,0,0
"Trial of Valor",,5478,3290.4899902344,5953.83984375,115.86100006104,0,0,6784,4484,0,3,807,0,1648,0,0,0,0,0,0,0,0
Helheim,,5479,3606.9699707031,5611.4501953125,14.58909988403,0,0,6781,4484,0,3,808,0,1648,0,0,0,0,0,0,0,0
Haustvald,,5480,345.93576049805,366.79513549805,33.27727127075,0,0,6784,4484,0,3,806,0,1648,0,0,0,0,0,0,0,0
"Grizzly Hills",,5482,1997.2639160156,1344.9010009766,578.23168945313,0,0,6784,4484,52177,3,786,0,1520,0,0,0,0,0,0,0,0
"The Emerald Nightmare",,5483,1926.0920410156,1282.1632080078,639.56964111328,0,0,6784,4484,49777,3,781,0,1520,0,0,0,0,0,0,0,0
Mulgore,,5484,1833.1614990234,1258.6215820312,606.19946289063,0,0,6784,4484,49776,3,779,0,1520,0,0,0,0,0,0,0,0
"Clutch of Corruption",,5485,1732.203125,1467.2829589844,451.06036376953,0,0,6783,4484,52198,3,777,0,1520,0,0,0,0,0,0,0,0
"Core of the Nightmare",,5486,-12968.700195312,12230.400390625,-282.89001464844,0,0,6781,4484,0,3,778,0,1520,0,0,0,0,0,0,0,0
Moonglade,,5487,1876.5485839844,1327.8507080078,610.68505859375,0,0,6781,4484,49776,3,787,0,1520,0,0,0,0,0,0,0,0
"Un'goro Crater",,5488,1797.5728759766,1329.7864990234,603.96887207031,0,0,6784,4484,49779,3,780,0,1520,0,0,0,0,0,0,0,0
"Core of the Nightmare",,5490,11328.099609375,11057.599609375,8.09749984741,0,0,6781,4484,0,3,778,0,1520,0,0,0,0,0,0,0,0
"Core of the Nightmare",,5491,11189.700195312,-12625.099609375,551.32299804688,0,0,6781,4484,0,3,778,0,1520,0,0,0,0,0,0,0,0
"Rift of Aln",,5492,11361.799804688,-12797.299804688,502.29699707031,0,0,6781,4484,0,3,788,0,1520,0,0,0,0,0,0,0,0
"Core of the Nightmare",,5493,459.38000488281,-12757.299804688,27.12000083923,0,0,6781,4484,0,3,778,0,1520,0,0,0,0,0,0,0,0
"Core of the Nightmare",,5494,-12364.5,-12958,347.31900024414,0,0,6781,4484,0,3,778,0,1520,0,0,0,0,0,0,0,0
"Core of the Nightmare",,5495,1738.9375,1456.0434570312,441.55624389648,0,0,6782,4484,52179,3,778,0,1520,0,0,0,0,0,0,0,0
"Vindicaar, Krokuun",,5498,443,1447,765.79998779297,0,52956,7186,444,0,0,0,0,1669,8674,0,0,0,0,0,0,0
"Vindicaar, Eredath",,5499,4664.6000976562,9850.4599609375,64.29070281982,0,53151,7188,444,0,0,0,0,1669,8682,0,0,0,0,0,0,0
"Vindicaar, Antoran Wastes",,5500,-2623,8646,-70.81999969482,0,53152,7190,444,0,0,0,0,1669,9140,0,0,0,0,0,0,0
"Halls of the Boundless Reach",,5506,-3092.2136230469,10158.575195312,-83.92799377441,0,0,6784,4484,55892,3,911,0,1712,8638,0,0,0,0,0,0,0
"The Exhaust",,5507,-3435.9252929688,10157.873046875,-150.10464477539,0,53715,6781,4484,54610,3,914,0,1712,8638,0,0,0,0,0,0,0
"Gaze of the Legion",,5508,-2881.625,10781.540039062,-90.70642089844,0,0,6784,4484,54597,3,910,0,1712,8638,0,0,0,0,0,0,0
"Light's Breach",,5509,-3703.578125,-1614.0711669922,624.13903808594,0,0,6783,4484,54582,3,909,0,1712,8638,0,0,0,0,0,0,0
Elunaria,,5510,-3790.5329589844,-1517.9879150391,632.51501464844,0,0,6781,4484,54582,3,912,0,1712,8638,0,0,0,0,0,0,0
"Halls of the Boundless Reach",,5511,-4315.2690429688,-11160.041992188,772.75433349609,0,0,6781,4484,0,3,911,0,1712,8638,0,0,0,0,0,0,0
"Elarian Sanctuary",,5512,-3993.4079589844,-10939.387695312,721.60321044922,0,0,6782,4484,55109,3,913,0,1712,8638,0,0,0,0,0,0,0
Elunaria,,5513,-3974.1284179688,-10917.073242188,721.91040039063,0,0,6783,4484,55050,3,912,0,1712,8638,0,0,0,0,0,0,0
"Light's Breach",,5514,-10575.044921875,8788.3203125,1871.4622802734,0,21302,6784,4484,55633,3,909,0,1712,8638,0,0,0,0,0,1,0
Door,,5515,-10574.978515625,8783.693359375,1871.4653320312,0,5793,6564,37252,55633,0,0,0,1712,8638,0,0,0,0,0,0,0
"The Burning Throne",,5516,-10581.415039062,8770.1943359375,1871.4665527344,0,52786,6562,4484,55633,3,915,0,1712,8638,0,0,0,0,0,1,0
"The Exhaust",,5517,-12633.857421875,-3381.5400390625,2513.8220214844,0,0,6784,4484,54846,3,914,0,1712,8638,0,0,0,0,0,0,0
"The World Soul",,5518,-12634.205078125,-2644.4653320312,2498.72265625,0,0,6782,4484,54847,3,917,0,1712,8638,0,0,0,0,0,0,0
"Temple of Anguish",,5519,-12633.021484375,-2595.375,2498.9440917969,0,0,6783,4484,54882,3,915,0,1712,8638,0,0,0,0,0,0,0
"Chamber of Anguish",,5520,-12633.583007812,-2889.015625,2495.4719238281,0,0,6781,4484,54847,3,916,0,1712,8638,0,0,0,0,0,0,0
"Temple of Anguish",,5521,-12541.715820312,-2823.4150390625,2474.4172363281,0,0,6783,4484,55056,3,915,0,1712,8638,0,0,0,0,0,0,0
"Main Entrance","7.3 Argus Raid - Eonar - Warp Icon - A - Main Entrance",5522,-3980.8107910156,-10925.538085938,721.60321044922,0,53780,0,33719,55109,0,0,0,1712,9333,14465,0,0,0,0,0,0
"Lower Entrance","7.3 Argus Raid - Eonar - Warp Icon - B -Lower Entrance",5523,-3868.8627929688,-10938.220703125,685.75891113281,0,53781,0,4995,55221,0,0,0,1712,9333,0,0,0,0,0,0,0
"High Temple Entrance","7.3 Argus Raid - Eonar - Warp Icon - C - High Temple Entrance",5524,-3925.5852050781,-10665.326171875,751.39599609375,0,53782,0,4995,55110,0,0,0,1712,9333,0,0,0,0,0,0,0
"Light's Breach",,5525,-2855.2917480469,10818.952148438,138.29248046875,0,0,6781,4484,54458,3,909,0,1712,8638,0,0,0,0,0,1,0
"Sacrificial Pits",,5526,-755.41839599609,2204.8627929688,662.16912841797,0,0,6781,4484,55779,3,935,0,1763,0,0,0,0,0,0,0,0
"Sacrificial Pits",,5527,-935.41143798828,2208.5278320312,663.20288085938,0,0,6781,4484,55779,3,935,0,1763,0,0,0,0,0,0,0,0
Atal'Dazar,,5528,-791.03643798828,2239.8159179688,642.52166748047,0,0,6784,4484,0,3,934,0,1763,9382,0,0,0,0,0,0,0
Atal'Dazar,,5529,-904.27081298828,2239.0417480469,642.46887207031,0,0,6784,4484,0,3,934,0,1763,9382,0,0,0,0,0,0,0
"Hatchet Ridge","Allows for collection of wood.",5531,-789.83197021484,-1775.6500244141,59.54940032959,0,54040,7203,5055,0,0,0,0,1876,9439,0,0,10,0,0,2,0
"Hatchet Ridge","Allows for collection of wood.",5532,-789.83197021484,-1775.6500244141,59.54940032959,0,54422,7198,5055,0,0,0,0,1876,9439,0,0,10,0,0,2,0
"Northfold Crossing","Secure a foothold in Arathi.",5533,-1022.4699707031,-1989.1700439453,60.63290023804,0,54423,7201,5055,0,0,0,0,1876,9439,0,0,0,0,0,0,0
"Northfold Crossing","Secure a foothold in Arathi.",5534,-1022.4699707031,-1989.1700439453,60.63290023804,0,54424,7204,5055,0,0,0,0,1876,9439,0,0,0,0,0,0,0
"High Perch","Construct a tower, providing fast|naccess to captured locations.",5535,-1193.7800292969,-1900.1600341797,87.52619934082,0,54425,7201,5055,0,0,0,0,1876,9439,0,0,11,0,0,2,0
